Customer Key,Original Name,Master Customer Name,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,Source
DY991115SERV_GP,Subaru Of America,Subaru of America,Manufacturing,Automotive (sales/ops),4411,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN992181SERV_GP,Sullivan County Sheriffs Office,Sullivan County Sheriffs Office,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Sullivan County Sheriffs Office'),,,SERV_GP
SSSIMECH_GP,Sumco Phoenix Corporation,Sumco Phoenix,Manufacturing,Semiconductor manufacturing,3344,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
SUMLEXMECH_GP,Sumlex Investments Llc,Sumlex Investments,Commercial Real Estate,Real Estate Investment,531390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,MECH_GP
WV990286SERV_GP,Summit Bhc,Summit Bhc,Healthcare / Senior Living,Behavioral health services,6223,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
SUMMIT ENERGYMECH_GP,"Summit Energy Services, Inc.",Summit Energy Services,Commercial Services,Energy services,2213,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,MECH_GP
TN991964SERV_GP,Summit Express - Powell,Summit Express Powell,Healthcare / Senior Living,Urgent Care Clinic,621111,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,summitmedical.com,SERV_GP
TN991937SERV_GP,Summit Express Clinic - Bearden Hill,Summit Express Clinic Bearden Hill,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Summit Express Clinic - Bearden Hill'),,,SERV_GP
TN992123SERV_GP,Summit Medical Group,Summit Medical Group,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Summit Medical Group'),,,SERV_GP
SUMMIT PACKMECH_GP,Summit Packaging Solutions Llc,Summit Packaging Solutions,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Summit Packaging Solutions Llc'),,,MECH_GP
CN992078SERV_GP,Summit Supply Group Llc,Summit Supply Group,Commercial Services,Wholesale distribution,4238,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
SUN CHEMICALMECH_GP,Sun Chemical Corp,Sun Chemical,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Sun Chemical'),,,MECH_GP
SUN CHEMICAL FRMECH_GP,"Sun Chemical Corp, Franklin",Sun Chemical,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Sun Chemical'),,,MECH_GP
CN991181SERV_GP,Sun Chemicals Corp,Sun Chemical,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Sun Chemical'),,,SERV_GP
LX990259SERV_GP,"Sun Properties, Llc",Sun Properties,Commercial Real Estate,,531,Rule-Based,,High,"Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Sun Properties, Llc')",,,SERV_GP
LX990203SERV_GP,Sunbelt Rentals,Sunbelt Rentals,Commercial Services,Equipment rental,5324,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
LX990408SERV_GP,Sunbelt Rentals Climate Control,Sunbelt Rentals Climate Control,Commercial Services,Equipment rental,5324,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
WV990280SERV_GP,"Sunbelt Rentals, Inc #1466",Sunbelt Rentals 1466,Commercial Services,Equipment Rental,532412,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,sunbeltrentals.com,SERV_GP
TN992058SERV_GP,Sungwoo Hitech America Corp,Sungwoo Hitech America,Manufacturing,Automotive components,3363,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
LV990464SERV_GP,Sunrise Manor,Sunrise Manor,Healthcare / Senior Living,Senior living / nursing,6231,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
CN990216SERV_GP,Superior Automotive Group,Superior Automotive Group,Commercial Services,Auto dealer/group,4411,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
LV990438SERV_GP,Superior Car Wash Solutions,Superior Car Wash Solutions,Commercial Services,Car wash services,8111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
IN990480SERV_GP,Supremex,Supremex,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990377SERV_GP,Supremex Midwest,Supremex Midwest,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990407SERV_GP,Sur La Table Bdc,Sur LA Table Bdc,Commercial Services,Retail distribution center,4931,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,SERV_GP
CN992355SERV_GP,Sure Group Dba The Cincinnati Air Conditioning Co.,Sure Group Dba the Cincinnati Air Conditioning,Construction,HVAC contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,SERV_GP
SURE MECHANICALMECH_GP,Sure Mechanical,Sure Mechanical,Construction,Mechanical contractor,2382,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Mechanical Contractor,,MECH_GP
TN992234SERV_GP,Swaggertys Sausage Co Inc,Swaggertys Sausage,Manufacturing,Food Manufacturing,311612,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,swaggertys.com,SERV_GP
CN992104SERV_GP,Swing Fit Golf Club,Swing Fit Golf Club,Commercial Services,Recreation/fitness,7139,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
CN991532SERV_GP,Sycamore Community Schools,Sycamore Community Schools,Public Schools (K–12),Public school district,6111,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
NV15098SERV_GP,Syensqo Mount Pleasant,Syensqo Mount Pleasant,Manufacturing,Specialty chemicals/materials,325,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
NV00026SERV_GP,Symmetry Surgical Inc,Symmetry Surgical,Manufacturing,Medical devices,3391,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
SYSTECONMECH_GP,Systecon,Systecon,Manufacturing,HVAC Pumping Systems,333914,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,systecon.com,MECH_GP
NV00115SERV_GP,T Rex Arms,T Rex Arms,Manufacturing,Tactical Gear / Holsters,339999,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,trex-arms.com,SERV_GP
IN050004SERV_GP,Tabernacle Presbyterian Church,Tabernacle Presbyterian Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Tabernacle Presbyterian Church'),,,SERV_GP
DY991112SERV_GP,Tain Investments Iii Llc,Tain Investments III,Commercial Real Estate,Investment/property (unclear),5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
CN990992SERV_GP,Takoma Properties,Takoma Properties,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'Takoma Properties'),,,SERV_GP
TN991741SERV_GP,Tallulah Llc,Tallulah,Commercial Services,Retail Boutique,448120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
WV990269SERV_GP,Tamarack Marketplace,Tamarack Marketplace,Commercial Real Estate,Retail property entity,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN992059SERV_GP,Tammie Price,Tammie Price,Individual / Misc,Individual,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,SERV_GP
TAMSAHMECH_GP,Tamsah Enterprises,Tamsah Enterprises,Construction,General Contractor,236220,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,MECH_GP
TAPE PRODUCTSMECH_GP,Tape Products,Tape Products,Manufacturing,Packaging tapes,3261,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,MECH_GP
CN992116SERV_GP,Target Management & Leasing Inc,Target,Commercial Services,Retail,44-45,Entity Inference,,Medium,Matched known entity 'TARGET'; Known/recognized entity mapping (evidence: 'Target'),Retail,,SERV_GP
LV990511SERV_GP,Taylor Regional Hospital,Taylor Regional Hospital,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Taylor Regional Hospital'),,,SERV_GP
LV990365SERV_GP,Taylored Fmi Llc.,Taylored Fmi,Commercial Services,3PL / Logistics,488510,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tayloredservices.com,SERV_GP
LX990446SERV_GP,Tbd Foods Dba Golden Corral,Tbd Foods Dba Golden Corral,Commercial Services,Restaurant franchise,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
TN992150SERV_GP,Techmah Cmf Llc,Techmah Cmf,Manufacturing,Medical Device Mfg,334510,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,techmahcmf.com,SERV_GP
TN992233SERV_GP,Techmer Pm Llc,Techmer Pm,Manufacturing,Plastics compounds,3259,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN200620SERV_GP,Tekran Instruments Corporation,Tekran Instruments,Manufacturing,Scientific instruments,3345,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN992053SERV_GP,Tekworx,Tekworx,Commercial Services,(covered as TEKWORX),5415,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
TN991250SERV_GP,Teledyne,Teledyne,Manufacturing,Aerospace/electronics manufacturing,3364,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990502SERV_GP,Tenbarge,Tenbarge,Commercial Services,Ag & Turf Supplies Dist,424910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,tenbargeseeds.com,SERV_GP
CN991539SERV_GP,Tender Mercies Inc,Tender Mercies,Non-Profit / Religious,Nonprofit social services,8133,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN991981SERV_GP,Tennant Packaging,Tennant Packaging,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Tennant Packaging'),,,SERV_GP
TN992091SERV_GP,Tennessee Cancer Specialists,Tennessee Cancer Specialists,Healthcare / Senior Living,Oncology practice,6211,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TN992065SERV_GP,Tennessee Endoscopy Center,Tennessee Endoscopy Center,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
NV00084SERV_GP,Tennessee Medical Partners,Tennessee Medical Partners,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Tennessee Medical Partners'),,,SERV_GP
CN992092SERV_GP,Tennis-Point,Tennispoint,Commercial Services,Sporting goods retail (online),4541,Heuristic,Final,High,Analyst-approved override (method: Heuristic),Hospitality,,SERV_GP
CN991345SERV_GP,Tera Data,Tera Data,Commercial Services,Data Analytics Software,541511,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,teradata.com,SERV_GP
TN991843SERV_GP,Teresa Taylor,Teresa Taylor,Individual / Misc,Individual,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,SERV_GP
TERILLIUMINCMECH_GP,Terillium Inc.,Terillium,Commercial Services,Consulting/technology,5416,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,MECH_GP
TERREXMECH_GP,Terrex Development & Construction,Terrex Development and Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Terrex Development & Construction'),,,MECH_GP
CN992135SERV_GP,Tgt Transportation,Tgt Transportation,Commercial Services,Transportation/logistics,4841,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
TGTMECH_GP,Tgt Transportation,Tgt Transportation,Commercial Services,Transportation/logistics,4841,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,MECH_GP
THALER MACHINEMECH_GP,Thaler Machine,Thaler Machine,Manufacturing,Machinery manufacturing,3339,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,MECH_GP
DY991001SERV_GP,The Azek Company,Azek,Manufacturing,Building products manufacturing,3219,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
CN992113SERV_GP,The Benison,Benison,Commercial Services,Event Venue,722320,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,thebenison.com,SERV_GP
NV15005SERV_GP,The Bridge At Hickory Woods,Bridge at Hickory Woods,Commercial Real Estate,Multifamily property/community,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
THEBRISTOLGROUPMECH_GP,The Bristol Group,Bristol Group,Commercial Services,Business services (unclear),,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,MECH_GP
CN992234SERV_GP,The C.W. Zumbiel Company,Cw Zumbiel,Commercial Services,Printing/packaging,3231,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
NV00123SERV_GP,The Chop House Hendersonville,Chop House Hendersonville,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
NV00124SERV_GP,The Chop House Murfreesboro,Chop House Murfreesboro,Commercial Services,Restaurant,7225,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),Hospitality,,SERV_GP
CN991319SERV_GP,The Christ Hospital,The Christ Hospital,Healthcare / Senior Living,,,Manual Override,Final,High,Human-reviewed override,,,SERV_GP
THE COMMUNITYMECH_GP,The Community Builders,Community Builders,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'The Community Builders'),,,MECH_GP
DENNIS GROUPMECH_GP,"The Dennis Group, Llc",Dennis Group,Construction,Food Facility Design-Build,541330,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,dennisgroup.com,MECH_GP
CN991853SERV_GP,The Equity Group Five,Equity Group Five,Commercial Services,Equity Compensation Research,541910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,groupfiveinc.com,SERV_GP
CN991019SERV_GP,The Equity Group Four,Equity Group Four,Commercial Real Estate,Real Estate,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
THEESCAPEGAMEMECH_GP,The Escape Game,Escape Game,Commercial Services,Entertainment Venue,713990,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,theescapegame.com,MECH_GP
TN991256SERV_GP,The Ew Scripps Co,Ew Scripps,Commercial Services,Broadcasting & Media,515120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,scripps.com,SERV_GP
IN990173SERV_GP,The Forum At The Crossing,Forum at the Crossing,Commercial Real Estate,Property/site entity,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LV990534SERV_GP,The Gentry At Hurstborne,Gentry at Hurstborne,Commercial Real Estate,Property/community,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LX990416SERV_GP,The Hearing And Speech Center,Hearing and Speech Center,Healthcare / Senior Living,Audiology/speech services,6213,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
LX990390SERV_GP,The Homeplace At Midway,Homeplace at Midway,Commercial Real Estate,Property/community,5311,Heuristic,Final,High,Analyst-approved override (method: Heuristic),,,SERV_GP
